"sort_id","cat","name","emoji","unit_kind","g_per_1ke","portion_name","portion_count","portion_amount","portion_ke","portion_carbs_g","info",
23,"Brot & Gebäck","Brot/Brötchen Dinkel, Roggen, Weizen, z. B. Baguette, Ciabatta","🍞","g",20,"Stück",1,50,"2,5",25,"1 KE = 20 g; Portion: 1 Stück ca. 50 g = 2.5 KE","kein Komma, also  . durch , 3.7 → 3,7"
34,"Brot & Gebäck","Brot/Brötchen Dinkel, Roggen, Weizen, z. B. Baguette, Ciabatta","🍞","g",20,"Stück",1,75,"3,75","37,5","1 KE = 20 g; Portion: 1 Stück ca. 75 g = 3.7 KE",
45,"Brot & Gebäck","Croissant","🍞","g",30,"Stück",1,60,2,20,"1 KE = 30 g; Portion: 1 Stück ca. 60 g = 2 KE",
56,"Brot & Gebäck","Schokocroissant","🍞","g",24,"Stück",1,60,"2,5",25,"1 KE = 24 g; Portion: 1 Stück ca. 60 g = 2.5 KE",
67,"Brot & Gebäck","Fladenbrot","🍞","g",20,"","","","",0,"1 KE = 20 g",
78,"Brot & Gebäck","Knäckebrot","🍞","g",15,"Scheibe",1,10,"0,67","6,67","1 KE = 15 g; Portion: 1 Scheibe ca. 10 g = 0.7 KE",
89,"Brot & Gebäck","Körnerbrot","🍞","g",25,"","","","",0,"1 KE = 25 g",
100,"Brot & Gebäck","Kürbiskernbrötchen, Mehrkornbrötchen","🍞","g",25,"Stück",1,80,"3,2",32,"1 KE = 25 g; Portion: 1 Stück ca. 80 g = 3.2 KE",
111,"Brot & Gebäck","Kürbiskernbrötchen, Mehrkornbrötchen","🍞","g",25,"Stück",1,100,4,40,"1 KE = 25 g; Portion: 1 Stück ca. 100 g = 4.0 KE",
122,"Brot & Gebäck","Laugenbrezel","🍞","g",20,"Stück",1,75,"3,75","37,5","1 KE = 20 g; Portion: 1 Stück ca. 75 g = 3.8 KE",
133,"Brot & Gebäck","Mischbrot (Graubrot)","🍞","g",25,"","","","",0,"1 KE = 25 g",
144,"Brot & Gebäck","Pumpernickel","🍞","g",25,"Scheibe","0,5","","",0,"1 KE = 25 g; Portion: ca. ½ Scheibe = 1 KE",
155,"Brot & Gebäck","Toastbrot","🍞","g",20,"Scheibe",1,"","",0,"1 KE = 20 g; Portion: 1 Scheibe = 1 KE",
166,"Brot & Gebäck","Vollkornbrötchen","🍞","g",30,"Stück",1,100,"3,33","33,33","1 KE = 30 g; Portion: 1 Stück ca. 100 g = 3.3 KE",
177,"Brot & Gebäck","Vollkorntoast","🍞","g",25,"Scheibe",1,"","",0,"1 KE = 25 g; Portion: 1 Scheibe = 1 KE",
188,"Brot & Gebäck","Vollkornbrot Dinkel, Roggen, Weizen","🍞","g",30,"","","","",0,"1 KE = 30 g",
199,"Brot & Gebäck","Zwieback","🍞","g",14,"Stück",1,10,"0,71","7,14","1 KE = 14 g; Portion: 1 Stück ca. 10 g = 0.7 KE",
210,"Brot & Gebäck","Vollkornzwieback","🍞","g",15,"","","","",0,"1 KE = 15 g",
221,"Getreide und Getreideprodukte","Amarant","🍽️","g",18,"","","","",0,"1 KE = 18 g; gekocht: ca. 50 g = 1 KE",
232,"Getreide und Getreideprodukte","Bindemittel Kartoffelstärke, Maisstärke z. B. Gustin, Mondamin, Tapioka-Sago, Weizenstärke","🍽️","g",12,"Esslöffel",1,"","",0,"1 KE = 12 g; 1 Esslöffel = 1 KE",
243,"Getreide und Getreideprodukte","Bulgur","🍽️","g",13,"","","","",0,"1 KE = 13 g; gekocht: ca. 45 g  = 1 KE",
254,"Getreide und Getreideprodukte","Cornflakes* ca. verschiedene Sorten/Durchschnittswert","🍽️","g",12,"","","","",0,"1 KE = 12 g",
265,"Getreide und Getreideprodukte","Couscous","🍽️","g",14,"","","","",0,"1 KE = 14 g; gekocht: ca. 50 g  = 1 KE",
276,"Getreide und Getreideprodukte","Grünkern geschrotet","🍽️","g",15,"","","","",0,"1 KE = 15 g",
287,"Getreide und Getreideprodukte","Grieß","🍽️","g",13,"","","","",0,"1 KE = 13 g; gekocht: ca. 100 g = 1 KE",
298,"Getreide und Getreideprodukte","Haferflocken","🍽️","g",15,"","","","",0,"1 KE = 15 g",
309,"Getreide und Getreideprodukte","Hirse","🍽️","g",15,"","","","",0,"1 KE = 15 g; gekocht: ca. 60 g = 1 KE",
320,"Getreide und Getreideprodukte","Maisgrieß (Polenta)","🍽️","g",14,"","","","",0,"1 KE = 14 g; gekocht: ca. 50 g = 1 KE",
331,"Getreide und Getreideprodukte","Mehl Dinkel, Roggen, Weizen","🍽️","g",14,"","","","",0,"1 KE = 14 g; Portion: 1 Esslöffel = 1 KE",
342,"Getreide und Getreideprodukte","Vollkornmehl Dinkel, Roggen, Weizen","🍽️","g",16,"","","","",0,"1 KE = 16 g",
353,"Getreide und Getreideprodukte","Paniermehl","🍽️","g",13,"Esslöffel","","","",0,"1 KE = 13 g; Portion: 1 Esslöffel = 1 KE",
364,"Getreide und Getreideprodukte","Quinoa","🍽️","g",17,"","","","",0,"1 KE = 17 g; gekocht: ca. 50 g = 1 KE",
375,"Getreide und Getreideprodukte","Reis geschält","🍚","g",13,"","","","",0,"1 KE = 13 g; gekocht: ca. 45 g = 1 KE",
386,"Getreide und Getreideprodukte","Vollkornreis/Naturreis","🍽️","g",15,"","","","",0,"1 KE = 15 g; gekocht: ca. 52 g  = 1 KE",
397,"Getreide und Getreideprodukte","Reispapier aus Reismehl (Asiaküche)","🍽️","g",13,"","","","",0,"1 KE = 13 g",
408,"Getreide und Getreideprodukte","Reiswaffel natur","🍽️","g",13,"Stück",2,14,"1,08","10,77","1 KE = 13 g; Portion: ca. 2 Stück à 7 g  = 1 KE",
419,"Getreide und Getreideprodukte","Reiswaffel Schokolade *Bitte die Angaben des Herstellers beachten","🍫","g",17,"",1,17,1,10,"1 KE = 17 g; Portion: 1 Stück à 17 g  = 1 KE",
430,"Teigwaren","Blätterteig TK","🍽️","g",30,"Scheibe",1,75,"2,5",25,"1 KE = 30 g; gekocht: 1 Scheibe à 75 g = 2.5 KE",
441,"Teigwaren","Hefeteig/Pizzateig frisch","🍽️","g",25,"","","","",0,"1 KE = 25 g",
452,"Teigwaren","Flädle","🍽️","g",33,"","","","",0,"1 KE = 33 g",
463,"Teigwaren","Lasagneblätter","🍽️","g",14,"Blatt",1,17,"1,21","12,14","1 KE = 14 g; gekocht: 1 Blatt à 17 g = 1.2 KE",
474,"Teigwaren","Nudeln/Spaghetti","🍝","g",15,"","","","",0,"1 KE = 15 g; gekocht: ca. 40 g  = 1 KE",
485,"Teigwaren","Spätzle","🍽️","g",16,"","","","",0,"1 KE = 16 g; gekocht: ca. 45 g  = 1 KE",
496,"Teigwaren","Vollkornnudeln","🍽️","g",17,"","","","",0,"1 KE = 17 g; gekocht: ca. 50 g  = 1 KE",
507,"Teigwaren","Reisnudeln","🍽️","g",12,"","","","",0,"1 KE = 12 g; gekocht: ca. 30 g  = 1 KE",
518,"Teigwaren","Schupfnudeln","🍽️","g",36,"","","","",0,"1 KE = 36 g",
529,"Kartoffelprodukte","Gnocchi gekocht","🍽️","g",47,"","","","",0,"1 KE = 47 g ",
540,"Kartoffelprodukte","Kartoffeln gebraten","🥔","g",50,"","","","",0,"1 KE = 50 g",
551,"Kartoffelprodukte","Kartoffeln gekocht, ohne Schale","🥔","g",70,"",1,70,1,10,"1 KE = 70 g; Portion: eine Kartoffel hühnereigroß = 1 KE",
562,"Kartoffelprodukte","Kartoffelpüree klassische Art","🍽️","g",90,"","","","",0,"1 KE = 90 g",
573,"Kartoffelprodukte","Kartoffelknödel gekocht","🍽️","g",45,"","0,5","22,5","0,5",5,"1 KE = 45 g; Portion: ½ Knödel = 1 KE",
584,"Kartoffelprodukte","Kartoffelpuffer","🍽️","g",44,"",1,44,1,10,"1 KE = 44 g; Portion: ein kleiner Kartoffelpuffer = 1 KE",
595,"Kartoffelprodukte","Kartoffelsalat","🍽️","g",90,"","","","",0,"1 KE = 90 g",
606,"Kartoffelprodukte","Kroketten","🍽️","g",40,"Stück",2,40,1,10,"1 KE = 40 g; Portion: zwei Stück à 20 g = 1 KE",
617,"Kartoffelprodukte","Süßkartoffeln (Batate) roh, mit Schale","🍽️","g",40,"","","","",0,"1 KE = 40 g",
628,"Kartoffelprodukte","Pommes aus dem Backofen","🍟","g",30,"Stück",10,300,10,100,"1 KE = 30 g; Portion: je nach Größe 10–15 Stück = 1 KE",
639,"Kartoffelprodukte","Pommes aus der Friteuse","🍟","g",40,"","","","",0,"1 KE = 40 g",
650,"Obst","Ananas frisch","🍍","g",80,"Scheibe",1,"","",0,"1 KE = 80 g; Portion: 1 fingerdicke Scheibe = 1 KE",
661,"Obst","Ananas in Scheiben Konserve (abgetropft)","🍍","g",50,"","","","",0,"1 KE = 50 g",
672,"Obst","Apfel","🍎","g",90,"",1,100,"1,11","11,11","1 KE = 90 g; mit Schale und Stein: 100 g",
683,"Obst","Apfelmus gezuckert","🍎","g",55,"","","","",0,"1 KE = 55 g",
694,"Obst","Apfelmus ungezuckert","🍎","g",80,"","","","",0,"1 KE = 80 g",
705,"Obst","Aprikosen","🍎","g",120,"",3,390,"3,25","32,5","1 KE = 120 g;  mit Schale und Stein: 130 g - 3 Stück",
716,"Obst","Banane","🍌","g",50,"","0,5",40,"0,8",8,"1 KE = 50 g;  mit Schale und Stein: 80 g ca. 1/3 - ½ Banane",
727,"Obst","Birne","🍐","g",80,"",1,90,"1,13","11,25","1 KE = 80 g;  mit Schale und Stein: 90 g - 1 kleine Birne",
738,"Obst","Brombeere","🍎","g",160,"","","","",0,"1 KE = 160 g",
749,"Obst","Erdbeeren frisch","🍓","g",180,"",1,200,"1,11","11,11","1 KE = 180 g;  mit Schale und Stein: 200 g",
760,"Obst","Feigen frisch","🍎","g",80,"",1,80,1,10,"1 KE = 80 g; Portion: eine mittelgroße Feige = 1 KE",
771,"Obst","Grapefruit","🍎","g",135,"","0,5",90,"0,67","6,67","1 KE = 135 g;  mit Schale und Stein: 180 g ca. ½ Grapefruit = 1 KE",
782,"Obst","Heidelbeeren","🍎","g",165,"","","","",0,"1 KE = 165 g",
793,"Obst","Himbeeren","🍎","g",210,"","","","",0,"1 KE = 210 g",
804,"Obst","Honigmelone","🍎","g",80,"",1,130,"1,63","16,25","1 KE = 80 g; mit Schale: 130 g",
815,"Obst","Johannisbeeren rot","🍎","g",210,"","","","",0,"1 KE = 210 g",
826,"Obst","Johannisbeeren schwarz","🍎","g",160,"","","","",0,"1 KE = 160 g",
837,"Obst","Kaki","🍎","g",60,"","","","",0,"1 KE = 60 g",
848,"Obst","Kirschen sauer","🍒","g",100,"","","","",0,"1 KE = 100 g;  mit Schale und Stein 110 g",
859,"Obst","Kirschen süß","🍒","g",75,"",10,850,"11,33","113,33","1 KE = 75 g;  mit Schale und Stein: 85 g – 10 Stück = 1 KE",
870,"Obst","Kiwi","🍎","g",110,"Stück","1,5",180,"1,64","16,36","1 KE = 110 g;  mit Schale und Stein: 120 g - 1,5 Stück = 1 KE",
881,"Obst","Litschi","🍎","g",60,"",1,120,2,20,"1 KE = 60 g;  mit Schale und Stein: 120 g",
892,"Obst","Mandarinen","🍎","g",100,"Stück",2,220,"2,2",22,"1 KE = 100 g;  mit Schale und Stein: 110 g – 2 Stück = 1 KE",
903,"Obst","Mango","🍎","g",80,"","","","",0,"1 KE = 80 g",
914,"Obst","Mirabellen","🍎","g",70,"","","","",0,"1 KE = 70 g;  mit Schale und Stein: 80 g",
925,"Obst","Nektarinen","🍎","g",80,"",1,90,"1,13","11,25","1 KE = 80 g;  mit Schale und Stein: 90 g – 1 mittelgroße Nektarine = 1 KE",
936,"Obst","Orangen","🍊","g",120,"",1,140,"1,17","11,67","1 KE = 120 g;  mit Schale und Stein: 140 g",
947,"Obst","Papaya","🍎","g",140,"",1,140,1,10,"1 KE = 140 g; 1 Stück",
958,"Obst","Pfirsich","🍎","g",110,"",1,120,"1,09","10,91","1 KE = 110 g;  mit Schale und Stein: 120 g  - 1 mittelgroßer Pfirsich = 1 KE",
969,"Obst","Pflaumen","🍎","g",100,"",3,330,"3,3",33,"1 KE = 100 g;  mit Schale und Stein: 110 g – 3 Stück = 1 KE",
980,"Obst","Quitten","🍎","g",140,"",1,140,1,10,"1 KE = 140 g; Portion: 1 Stück",
991,"Obst","Rhabarber","🍎","g",735,"","","","",0,"1 KE = 735 g",
1002,"Obst","Stachelbeeren","🍎","g",140,"","","","",0,"1 KE = 140 g",
1013,"Obst","Wassermelone","🍉","g",120,"",1,160,"1,33","13,33","1 KE = 120 g;  mit Schale und Stein: 160 g",
1024,"Obst","Weintrauben Trockenobst","🍎","g",65,"",8,520,8,80,"1 KE = 65 g; Portion: 8–10 mittelgroße Trauben = 1 KE",
1035,"Obst","Aprikosen","🍎","g",20,"","","","",0,"1 KE = 20 g",
1046,"Obst","Rosinen/Datteln","🍎","g",15,"","","","",0,"1 KE = 15 g",
1057,"Gemüse","Artischocke","🥕","g",380,"","","","",0,"1 KE = 380 g; Ballaststoffe: 41,0 g",
1068,"Gemüse","Aubergine","🥕","g",400,"","","","",0,"1 KE = 400 g; Ballaststoffe: 11,3 g",
1079,"Gemüse","Bambussprossen","🥕","g",1040,"","","","",0,"1 KE = 1040 g",
1090,"Gemüse","Bleichsellerie","🥕","g",460,"","","","",0,"1 KE = 460 g; Ballaststoffe: 11,7 g",
1101,"Gemüse","Blumenkohl","🥕","g",430,"","","","",0,"1 KE = 430 g; gekocht: 495 g Ballaststoffe: 11,7 g",
1112,"Gemüse","Bohnen grün","🫘","g",200,"","","","",0,"1 KE = 200 g; gekocht: 630 g; Ballaststoffe: 9,4 g",
1123,"Gemüse","Brokkoli","🥦","g",375,"","","","",0,"1 KE = 375 g; gekocht: 490 g; Ballaststoffe: 13,4 g",
1134,"Gemüse","Brunnenkresse","🥕","g",490,"","","","",0,"1 KE = 490 g; Ballaststoffe: 7,2 g",
1145,"Gemüse","Chicoree","🥕","g",410,"","","","",0,"1 KE = 410 g; Ballaststoffe: 5,1 g",
1156,"Gemüse","Chinakohl","🥕","g",810,"","","","",0,"1 KE = 810 g; Ballaststoffe: 15,3 g",
1167,"Gemüse","Endivien","🥕","g",810,"","","","",0,"1 KE = 810 g; Ballaststoffe: 9,8 g",
1178,"Gemüse","Erbsen Schote und Frucht","🥕","g",80,"","","","",0,"1 KE = 80 g; gekocht: 100 g; Ballaststoffe: 3,4 g",
1189,"Gemüse","Erbsensprossen","🥕","g",540,"","","","",0,"1 KE = 540 g; Ballaststoffe: 11,5 g",
1200,"Gemüse","Essiggurke","🥕","g",330,"","","","",0,"1 KE = 330 g; Ballaststoffe: 3,0 g",
1211,"Gemüse","Feldsalat","🥕","g",1235,"","","","",0,"1 KE = 1235 g; Ballaststoffe: 18,7 g",
1222,"Gemüse","Fenchel Blatt","🥕","g",350,"","","","",0,"1 KE = 350 g; Ballaststoffe: 14,7 g",
1233,"Gemüse","Fenchel Knolle","🥕","g",330,"","","","",0,"1 KE = 330 g; Ballaststoffe 6,6 g",
1244,"Gemüse","Gartenkresse","🥕","g",400,"","","","",0,"1 KE = 400 g; Ballaststoffe: 14,1 g",
1255,"Gemüse","Grünkohl","🥕","g",395,"","","","",0,"1 KE = 395 g; Ballaststoffe: 16,5 g",
1266,"Gemüse","Gurke","🥒","g",550,"","","","",0,"1 KE = 550 g; Ballaststoffe: 9,9 g",
1277,"Gemüse","Karotte","🥕","g",210,"","","","",0,"1 KE = 210 g; gekocht: 320 g; Ballaststoffe: 7,8 g",
1288,"Gemüse","Knoblauch","🥕","g",35,"","","","",0,"1 KE = 35 g; Ballaststoffe: 0,6 g",
1299,"Gemüse","Kohlrabi","🥕","g",270,"","","","",0,"1 KE = 270 g; Ballaststoffe: 3,9 g",
1310,"Gemüse","Kohlrübe","🥕","g",175,"","","","",0,"1 KE = 175 g; Ballaststoffe: 5,0 g",
1321,"Gemüse","Kopfsalat","🥕","g",945,"","","","",0,"1 KE = 945 g; Ballaststoffe: 13,5 g",
1332,"Gemüse","Kürbis","🥕","g",220,"","","","",0,"1 KE = 220 g; Ballaststoffe: 4,7 g",
1343,"Gemüse","Lauch","🥕","g",310,"","","","",0,"1 KE = 310 g; Ballaststoffe: 6,9 g",
1354,"Gemüse","Linsensprossen","🥕","g",595,"","","","",0,"1 KE = 595 g; Ballaststoffe: 12,2 g",
1365,"Gemüse","Löwenzahnblätter","🥕","g",410,"","","","",0,"1 KE = 410 g; Ballaststoffe: 12,3 g",
1376,"Gemüse","Mangold","🥕","g",1450,"","","","",0,"1 KE = 1450 g",
1387,"Gemüse","Mais Zuckermais","🌽","g",60,"","","","",0,"1 KE = 60 g; gekocht: 60–100 g; Ballaststoffe: 5,0 g",
1398,"Gemüse","Maiskolben (gekocht)","🥕","g",100,"Stück",1,250,"2,5",25,"1 KE = 100 g; Portion: 1 Stück ca. 250 g = 2.5 KE",
1409,"Gemüse","Mungobohnensprossen","🥕","g",570,"","","","",0,"1 KE = 570 g; Ballaststoffe: 7,0 g",
1420,"Gemüse","Paprika","🥕","g",340,"","","","",0,"1 KE = 340 g; Ballaststoffe: 12,3 g",
1431,"Gemüse","Pastinake","🥕","g",80,"","","","",0,"1 KE = 80 g; Ballaststoffe: 1,7 g",
1442,"Gemüse","Petersilie Blatt","🥕","g",135,"","","","",0,"1 KE = 135 g; Ballaststoffe: 5,7 g",
1453,"Gemüse","Portulak","🥕","g",1595,"","","","",0,"1 KE = 1595 g",
1464,"Gemüse","Radieschen","🥕","g",470,"","","","",0,"1 KE = 470 g; Ballaststoffe: 7,6 g",
1475,"Gemüse","Rettich","🥕","g",420,"","","","",0,"1 KE = 420 g; Ballaststoffe: 10,4 g",
1486,"Gemüse","Rhabarber","🥕","g",735,"","","","",0,"1 KE = 735 g; Ballaststoffe: 23,5 g",
1497,"Gemüse","Rosenkohl","🥕","g",300,"","","","",0,"1 KE = 300 g; gekocht: 410 g; Ballaststoffe: 16,3 g",
1508,"Gemüse","Rote Beete","🥕","g",120,"","","","",0,"1 KE = 120 g; gekocht: 160 g; Ballaststoffe: 3,0 g",
1519,"Gemüse","Rotkohl","🥕","g",280,"","","","",0,"1 KE = 280 g; Ballaststoffe: 7,0 g",
1530,"Gemüse","Ruccola","🥕","g",480,"","","","",0,"1 KE = 480 g; Ballaststoffe: 7,6 g",
1541,"Gemüse","Sauerkraut","🥕","g",1300,"","","","",0,"1 KE = 1300 g; Ballaststoffe: 27,7 g",
1552,"Gemüse","Schwarzwurzel","🥕","g",470,"","","","",0,"1 KE = 470 g; gekocht: 500 g; Ballaststoffe:  86,3 g",
1563,"Gemüse","Sellerie (Knollensellerie)","🥕","g",445,"","","","",0,"1 KE = 445 g; Ballaststoffe: 18,7 g",
1574,"Gemüse","Spargel","🥕","g",490,"","","","",0,"1 KE = 490 g; gekocht: 885 g; Ballaststoffe: 11,5 g",
1585,"Gemüse","Spinat","🥕","g",1640,"","","","",0,"1 KE = 1640 g; gekocht: 2220 g; Ballaststoffe:  45,7 g ",
1596,"Gemüse","Sojasprossen","🥕","g",210,"","","","",0,"1 KE = 210 g; Ballaststoffe: 5,0 g",
1607,"Gemüse","Tapioka/Cassave","🥕","g",30,"","","","",0,"1 KE = 30 g; Ballaststoffe: 0,9 g",
